date,close,volume,open,low,high
2019-04-04 14:42:00,78000,1,78000,78000,78000
2019-04-04 14:31:00,78200,1,78200,78200,78200
2019-04-04 13:39:00,78100,1,78100,78100,78100
2019-04-04 13:14:00,78100,2,78100,78100,78100
2019-04-04 13:09:00,77900,1,77900,77900,77900
2019-04-04 13:07:00,78100,1,78100,78100,78100
2019-04-04 12:49:00,77900,1,77900,77900,77900
2019-04-04 11:56:00,78000,1,78000,78000,78000
2019-04-04 11:49:00,77800,1,77800,77800,77800
2019-04-04 11:32:00,77800,4,77900,77800,77900
2019-04-04 11:27:00,77900,1,77900,77900,77900
2019-04-04 11:18:00,78100,2,78100,78100,78100
2019-04-04 10:42:00,78200,4,78100,78100,78200
2019-04-04 10:19:00,77900,4,78000,77900,78000
2019-04-04 10:06:00,78100,2,78100,78100,78100
2019-04-04 10:05:00,78000,3,78000,78000,78000
2019-04-04 10:03:00,78100,2,78100,78100,78100
2019-04-04 10:02:00,78200,2,78200,78200,78200
2019-04-04 10:00:00,78200,1,78200,78200,78200
2019-04-04 09:46:00,78100,1,78100,78100,78100
2019-04-04 09:44:00,78100,1,78100,78100,78100
2019-04-04 09:39:00,78200,1,78200,78200,78200
2019-04-04 09:38:00,78200,1,78200,78200,78200
2019-04-04 09:16:00,78100,4,78300,78100,78300
2019-04-04 09:01:00,77900,2,77900,77900,77900
2019-04-04 08:56:00,77900,2,77900,77900,77900
2019-04-04 08:54:00,77900,1,77900,77900,77900
2019-04-04 08:50:00,77800,1,77800,77800,77800
2019-04-03 17:32:00,78800,76,78800,78800,78800
2019-04-03 17:31:00,78800,228,78800,78800,78900
2019-04-03 17:30:00,78700,1675,80700,78600,80700
2019-04-03 17:29:00,80800,215,80800,80800,80800
2019-04-03 17:28:00,80800,158,80800,80800,80800
2019-04-03 17:27:00,80800,52,80800,80800,80800
2019-04-03 17:26:00,80800,51,80800,80800,80800
2019-04-03 17:22:00,80800,233,80800,80700,80800
2019-04-03 17:21:00,80800,378,78700,78700,80800
2019-04-03 17:06:00,78400,1,78400,78400,78400
2019-04-03 17:05:00,78400,1,78400,78400,78400
2019-04-03 16:59:00,78300,2,78200,78200,78300
2019-04-03 16:52:00,78400,2,78300,78300,78400
2019-04-03 16:43:00,78200,2,78200,78200,78200
2019-04-03 16:41:00,78300,1,78300,78300,78300
2019-04-03 16:40:00,78300,1,78300,78300,78300
2019-04-03 16:26:00,78300,1,78300,78300,78300
2019-04-03 16:25:00,78200,1,78200,78200,78200
2019-04-03 16:14:00,78100,1,78100,78100,78100
2019-04-03 16:08:00,77900,4,78000,77900,78000
2019-04-03 15:50:00,78100,1,78100,78100,78100
2019-04-03 15:47:00,78000,2,78000,78000,78000
2019-04-03 15:38:00,78000,1,78000,78000,78000
2019-04-03 15:37:00,78300,1,78300,78300,78300
2019-04-03 15:22:00,78200,1,78200,78200,78200
2019-04-03 14:46:00,78200,1,78200,78200,78200
2019-04-03 14:37:00,78100,2,78100,78100,78100
2019-04-03 14:28:00,78200,1,78200,78200,78200
2019-04-03 13:57:00,78200,1,78200,78200,78200
2019-04-03 13:27:00,78000,2,78000,78000,78000
2019-04-03 12:26:00,77800,1,77800,77800,77800
2019-04-03 12:23:00,77900,1,77900,77900,77900
2019-04-03 12:22:00,77900,1,77900,77900,77900
2019-04-03 12:21:00,77900,2,77800,77800,77900
2019-04-03 12:18:00,78000,1,78000,78000,78000
2019-04-03 11:28:00,78100,1,78100,78100,78100
2019-04-03 11:15:00,78300,1,78300,78300,78300
2019-04-03 11:07:00,78100,4,78000,78000,78100
2019-04-03 10:21:00,77800,6,77700,77700,77800
2019-04-03 10:16:00,78000,1,78000,78000,78000
2019-04-03 10:15:00,78000,1,78000,78000,78000
2019-04-03 09:59:00,78100,1,78100,78100,78100
2019-04-03 09:49:00,78000,2,78100,78000,78100
2019-04-03 09:19:00,78000,1,78000,78000,78000
2019-04-03 09:17:00,77900,1,77900,77900,77900
2019-04-03 09:15:00,77900,3,77800,77800,77900
2019-04-03 09:13:00,77800,1,77800,77800,77800
2019-04-03 09:09:00,78000,1,78000,78000,78000
2019-04-03 09:01:00,78000,2,78000,78000,78000
2019-04-03 08:50:00,78000,2,78000,78000,78000
2019-04-03 08:30:00,77600,2,77600,77600,77600
2019-04-03 07:41:00,77500,2,77500,77500,77500
2019-04-02 17:31:00,78100,727,78300,78100,78300
2019-04-02 17:30:00,78100,730,78400,77900,78400
2019-04-02 17:29:00,78500,42,78500,78500,78500
